##########################################################################################################
##### ERC Consortium Data Access Policy #################
##########################################################################################################
# By downloading datasets from the exRNA Atlas, you agree to this data access policy:
# Common Fund exRNA Communication Consortium (ERCC) Data Sharing and Access Policy
#
# Revised December, 2015
#
# The ERCC. The ERCC is a community resource project designed to catalyze exRNA research activities in the scientific community. Thus, data are shared with the scientific community PRIOR to publication. In pre-publication data sharing, the desire to share data widely with the scientific community must be balanced with the desire for the data generators to have a protected period of time to analyze and publish the data they have produced.
#
# ERCC Data Sharing Policy. The following policy has been developed to address this balance. By accessing pre-publication ERCC data, users agree to adhere to these policies and to follow appropriate scientific etiquette regarding collaboration, publication, and authorship.
#
# The entity responsible for ERCC data deposition is the ERCC Data Management and Resource Repository (DMRR). All data are date stamped by the DMRR upon receipt from the data producers. The DMRR processes all ERCC data through consortium-approved analysis pipelines to ensure that the data are processed in a uniform fashion. 
# ERCC Pre-publication Data Sharing.Users of the pre-publication ERCC data agree to a protected period (embargo) of 12 months AFTER the DMRR date stamp.
# By requesting and accepting any released ERCC dataset, the user:
#
# - Agrees to comply with this pre-publication data sharing policy
# - May access and analyze ERCC data
# - May NOT submit any analyses or conclusions for publication or scientific meeting presentation until the 12 month embargo period for that dataset has ended, or the data generator has published a manuscript on the data, whichever comes first
# - Takes full responsibility for adhering to a 12 month embargo period and is responsible for being aware of the publication status of the data they use 
# - Agrees to cite ERCC data appropriately in meeting presentations and publications
#
# Researchers wishing to publish on datasets prior to the expiration of the embargo should discuss their plans with the data generator(s) and must obtain their consent prior to using the unpublished data in their individual publications or grant submissions.
#
# Following expiration of the embargo period, any investigator may submit manuscripts or make presentations without restriction, including integrated analyses using multiple unrestricted datasets.
#
# Proper Citation of the Datasets Used. Researchers who use ERCC datasets in oral presentations or publications are expected to cite the Consortium in all of the following ways:
#
# - Cite the ERCC overview publication [The NIH Extracellular RNA Communication Consortium. J Extracell Vesicles. 2015 Aug 28;4:27493. doi: 10.3402/jev.v4.27493. eCollection 2015. (PMID: 26320938)
# - Reference the www.exrna.org website and/or GEO accession numbers of the datasets
# - Acknowledge the NIH Common Fund, ERCC and the ERCC data producer that generated the dataset(s)
#
# Data Quality Metrics. The consortium is still in the process of developing consensus data quality metrics for different assay types so that data users will have a sense of the relative quality of a given data set. We encourage the scientific community to use these pre-publication datasets, however users should be aware that final determinations concerning the quality of a given dataset might not become clear until the consortium performs an integrative analysis of all the data produced by the ERCC.
#
# Unrestricted-Access and Controlled-Access Datasets. The ERCC will generate both unrestricted-access (e.g. GEO) and controlled-access datasets (e.g. dbGaP). Currently only unrestricted-access datasets are available. Once controlled-access ERCC datasets become available, we will update this link and describe in more detail how they can be accessed through dbGaP (http://www.ncbi.nlm.nih.gov/gap).
#
# Questions? Please contact William Thistlethwaite (thistlew@bcm.edu)
#
# The full data deposition, sharing, and publication policy is available at http://exrna.org/resources/data/data-access-policy.
#
##########################################################################################################
#### INSTRUCTIONS ON HOW TO DOWNLOAD DATA AND METADATA ###########
##########################################################################################################
# This tab-delimited file contains a list of URLs for batch downloading the selected files.
# The first column in this file contains the name of the file and the second column contains the URL to download the file.
# There are (at least) 2 ways to download these files:
#
# 1. You can copy and paste each URL in your browser and hit Enter to download each file in this list.
# 2. If you want to download the files in bulk, you can use a command line program to download these files.
# For example, you could do something like this with wget (tested on Linux):
# sed '/#/d' exRNA_Atlas_CORE_Results_Downloads_Fri-Jun-14-2019-17_41_00-GMT-0400-_EDT_.tsv | cut -f 2 | tr ',' '\n' | xargs wget
# If you wanted to use curl instead, you could do (tested on Linux):
# sed '/#/d' exRNA_Atlas_CORE_Results_Downloads_Fri-Jun-14-2019-17_41_00-GMT-0400-_EDT_.tsv | cut -f 2 | tr ',' '\n' | xargs -n 1 curl -O
#
# Please refer to this "Download Help": http://genboree.org/theCommons/projects/exrna-mads/wiki/Downloading_Data_and_Metadata_from_the_exRNA_Atlas for more details.
##########################################################################################################
#### IMPORTANT NOTE ON PROTECTED SAMPLES ###########
##########################################################################################################
# If you selected any protected samples (for which the associated study is in a controlled access database like dbGaP or will be in the future),
# you may not see the associated downloads for those samples below.
# Any potentially identifying files (raw FASTQ files or full alignments) fall into this category of protected downloads.
# If data from the associated study has already been deposited into a controlled access database, you can go back to the Atlas grid results page
# and click the Links to External Databases icon in the External References column for a given sample to view the study ID(s) associated with that sample.
# You can then visit the controlled access database website(s) to request access.
##########################################################################################################
#### IMPORTANT NOTE ON RNA-SEQ VERSUS QPCR PROFILES ###########
##########################################################################################################
# We support both RNA-seq and qPCR profiles in the Atlas. However, each sample profile is only associated with a single assay (not both).
# If you selected a combination of RNA-seq and qPCR profiles, your list of downloads will only contain downloads for those assays which are relevant to the type of download.
# For example, if you choose to download qPCR Target Files, your list of downloads will only include those samples which were profiled using qPCR.
# As another example, if you choose to download raw data (FASTQ) files, your list of downloads will only include those samples which were profiled using RNA-seq.
# Finally, as a third example, if you choose to download biosample metadata files, your list of downloads will include both RNA-seq and qPCR profiles,
# since biosample metadata exists for both assays.
##########################################################################################################
#### LIST OF DOWNLOADS ###########
##########################################################################################################
#DOWNLOAD NAME	DOWNLOAD URL	BIOSAMPLE NAME	CONDITION	BIOFLUID	RNA SOURCE	RNA ISOLATION KIT	ANATOMICAL LOCATION	CELL CULTURE SOURCE	PROFILING ASSAY	SPECIES	MEETS ERCC QC STANDARDS?	TRANSCRIPTOME READS	REFERENCE GENOME READS	TRANSCRIPTOME GENOME RATIO	BIOSAMPLE ACCESSION ID	RELATED DATASET ACCESSION ID	FASTQ IDENTIFIER
sample_Plasma_40_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_40_fq/CORE_RESULTS/sample_Plasma_40_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_40	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	FAIL	541	768	0.704427	EXR-ANACC12017NORM2A1-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_40_fq
sample_Plasma_66_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_66_fq/CORE_RESULTS/sample_Plasma_66_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_66	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	7205055	7557416	0.953375	EXR-ANACC12017NORM2A27-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_66_fq
sample_Stool_39_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Stool_39_fq/CORE_RESULTS/sample_Stool_39_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Stool_39	Healthy Control	Stool specimen	total cell-free biofluid RNA	Other	Digestive tract structure	Not Applicable	small RNA-Seq	Human	FAIL	17779	89066	0.199616	EXR-ANACC12017NORM5A39-BS	EXR-ANACC1S6lJ1C-AN	sample_Stool_39_fq
sample_Plasma_109_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_109_fq/CORE_RESULTS/sample_Plasma_109_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_109	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	114607	159493	0.718571	EXR-ANACC12017NORM3A24-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_109_fq
sample_Plasma_45_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_45_fq/CORE_RESULTS/sample_Plasma_45_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_45	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	1828194	2188322	0.835432	EXR-ANACC12017NORM2A6-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_45_fq
sample_Plasma_91_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_91_fq/CORE_RESULTS/sample_Plasma_91_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_91	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	132946	218935	0.60724	EXR-ANACC12017NORM3A6-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_91_fq
sample_Plasma_15_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_15_fq/CORE_RESULTS/sample_Plasma_15_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_15	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	8809308	8834133	0.99719	EXR-ANACC12017NORM1A15-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_15_fq
sample_Urine_45_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Urine_45_fq/CORE_RESULTS/sample_Urine_45_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Urine_45	Healthy Control	Urine	total cell-free biofluid RNA	Other	Urinary system structure	Not Applicable	small RNA-Seq	Human	PASS	2366422	2494896	0.948505	EXR-ANACC12017NORM6A45-BS	EXR-ANACC1S6lJ1C-AN	sample_Urine_45_fq
sample_Plasma_8_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Plasma_8_fq/CORE_RESULTS/sample_Plasma_8_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Plasma_8	Healthy Control	Plasma	extracellular exosome	miRNeasy (Qiagen)	Entire body system	Not Applicable	small RNA-Seq	Human	PASS	4923893	5000396	0.984701	EXR-ANACC12017NORM1A8-BS	EXR-ANACC1S6lJ1C-AN	sample_Plasma_8_fq
sample_Urine_3_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	ftp://ftp.genboree.org/exRNA-atlas/grp/Extracellular%20RNA%20Atlas/db/exRNA%20Repository%20-%20hg19/file/exRNA-atlas/exceRptPipeline_v4.6.2/ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12/sample_Urine_3_fq/CORE_RESULTS/sample_Urine_3_fq_ANACC1-NORM_Normal_samples_sncRNA_Analysis-2018-06-12_CORE_RESULTS_v4.6.2.tgz	Urine_3	Healthy Control	Urine	total cell-free biofluid RNA	Other	Urinary system structure	Not Applicable	small RNA-Seq	Human	PASS	207907	221628	0.93809	EXR-ANACC12017NORM6A3-BS	EXR-ANACC1S6lJ1C-AN	sample_Urine_3_fq
